Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,month,day,year,Tmax_x,Tmin_x,Tavg_x,Depart_x,DewPoint_x,Heat_x,Cool_x,Sunrise_x,Sunset_x,Depth_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Tmax_y,Tmin_y,DewPoint_y,ResultSpeed_y,ResultDir_y
"South Torrence Avenue, Chicago, IL, USA",1,13,88,116,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,6,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"South Brandon Avenue, Chicago, IL 60617, USA",2,13,54,120,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,8,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"South Brandon Avenue, Chicago, IL 60617, USA",3,13,54,120,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,2,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"South Brandon Avenue, Chicago, IL 60617, USA",1,13,54,120,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,2,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"3700 118th Street, Chicago, IL 60617, USA",3,37,4,121,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,1,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"3700 118th Street, Chicago, IL 60617, USA",1,37,4,121,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,1,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"2400 East 105th Street, Chicago, IL 60617, USA",2,24,1,89,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,17,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"2400 East 105th Street, Chicago, IL 60617, USA",1,24,1,89,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,2,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"South Cottage Grove Avenue, Chicago, IL, USA",2,10,62,84,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,5,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"South Cottage Grove Avenue, Chicago, IL, USA",3,10,62,84,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"South Cottage Grove Avenue, Chicago, IL, USA",1,10,62,84,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,1,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"4000 East 130th Street, Chicago, IL 60633, USA",2,40,5,129,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8,4,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"9100 West Higgins Road, Rosemont, IL 60018, USA",2,91,127,10,"9100  W HIGGINS RD, Chicago, IL",41.992478000000006,-87.862995,8,1,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",2,10,132,147,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,39,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",2,10,132,147,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,7,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",2,10,132,147,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,3,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",2,10,132,147,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,3,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",2,10,132,147,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,1,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",3,10,132,147,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,2,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",3,10,132,147,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,1,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA",1,10,132,147,"1000  W OHARE AIRPORT, Chicago, IL",41.974689,-87.890615,9,4,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"Ohare Court, Bensenville, IL 60106, USA",2,10,131,148,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,4,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"Ohare Court, Bensenville, IL 60106, USA",2,10,131,148,"1000  W OHARE, Chicago, IL",41.957799,-87.930995,5,2,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"4800 West Montana Street, Chicago, IL 60639, USA",2,48,129,130,"4800  W MONTANA ST, Chicago, IL",41.925197999999995,-87.746381,8,8,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",2,51,34,131,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,18,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",3,51,34,131,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,14,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"5100 North Mont Clare Avenue, Chicago, IL 60656, USA",1,51,34,131,"5100  N MONT CLARE AVE, Chicago, IL",41.973845000000004,-87.805059,9,1,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"8200 South Kostner Avenue, Chicago, IL 60652, USA",2,82,72,133,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,50,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"8200 South Kostner Avenue, Chicago, IL 60652, USA",2,82,72,133,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,45,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"8200 South Kostner Avenue, Chicago, IL 60652, USA",2,82,72,133,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,50,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"8200 South Kostner Avenue, Chicago, IL 60652, USA",3,82,72,133,"8200  S KOSTNER AVE, Chicago, IL",41.743402,-87.731435,8,3,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"East 91st Place, Chicago, IL, USA",2,65,9,135,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5,7,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"East 91st Place, Chicago, IL, USA",3,65,9,135,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5,1,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"East 91st Place, Chicago, IL, USA",1,65,9,135,"6500  E 91ST PL, Chicago, IL",41.728495,-87.60096300000001,5,3,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"1700 West Addison Street, Chicago, IL 60613, USA",2,17,113,132,"1700  W ADDISON ST, Chicago, IL",41.947227000000005,-87.67145699999999,9,2,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"1700 West Addison Street, Chicago, IL 60613, USA",3,17,113,132,"1700  W ADDISON ST, Chicago, IL",41.947227000000005,-87.67145699999999,9,1,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"South Wallace Street, Chicago, IL, USA",2,11,91,137,"1100  S WALLACE ST, Chicago, IL",41.753411,-87.63981700000001,5,4,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"1300 North Laramie Avenue, Chicago, IL 60651, USA",2,13,26,138,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9,2,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"1300 North Laramie Avenue, Chicago, IL 60651, USA",1,13,26,138,"1300  N LARAMIE AVE, Chicago, IL",41.904194,-87.756155,9,2,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"3900 North Springfield Avenue, Chicago, IL 60618, USA",2,39,44,136,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951865999999995,-87.72505699999999,8,10,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"3900 North Springfield Avenue, Chicago, IL 60618, USA",3,39,44,136,"3900  N SPRINGFIELD AVE, Chicago, IL",41.951865999999995,-87.72505699999999,8,5,0,9,17,2009,72,50,61,-3,52,4,0,0533,1758,0,3.4,5,4.2,71,54,51,4.5,8
"4100 North Oak Park Avenue, Chicago, IL 60634, USA",2,41,36,1,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,27,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"4100 North Oak Park Avenue, Chicago, IL 60634, USA",3,41,36,1,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"4100 North Oak Park Avenue, Chicago, IL 60634, USA",1,41,36,1,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"2500 West Grand Avenue, Chicago, IL 60654, USA",2,25,123,35,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,3,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1100 Roosevelt Road, Chicago, IL 60608, USA",2,11,134,37,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,23,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1100 Roosevelt Road, Chicago, IL 60608, USA",3,11,134,37,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,10,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1100 West Chicago Avenue, Chicago, IL 60642, USA",2,11,117,38,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,3,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"2200 North Cannon Drive, Chicago, IL 60614, USA",2,22,18,41,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,4,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"2200 North Cannon Drive, Chicago, IL 60614, USA",2,22,18,41,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,12,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"2200 North Cannon Drive, Chicago, IL 60614, USA",3,22,18,41,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"2200 North Cannon Drive, Chicago, IL 60614, USA",3,22,18,41,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1700 West 95th Street, Chicago, IL 60643, USA",2,17,112,77,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1700 West 95th Street, Chicago, IL 60643, USA",1,17,112,77,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"7500 North Oakley Avenue, Chicago, IL 60645, USA",2,75,37,101,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,4,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1500 North Long Avenue, Chicago, IL 60651, USA",2,15,29,106,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"8900 South Carpenter Street, Chicago, IL 60620, USA",2,89,57,112,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,7,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"8900 South Carpenter Street, Chicago, IL 60620, USA",3,89,57,112,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,2,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",2,36,39,11,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,4,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",3,36,39,11,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"7200 North Oketo Avenue, Chicago, IL 60631, USA",2,72,38,16,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,3,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"7200 North Oketo Avenue, Chicago, IL 60631, USA",1,72,38,16,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"5800 North Western Avenue, Chicago, IL 60659, USA",2,58,48,22,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"5000 South Central Avenue, Chicago, IL 60638, USA",2,50,58,24,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,30,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"5000 South Central Avenue, Chicago, IL 60638, USA",3,50,58,24,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,4,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"5000 South Central Avenue, Chicago, IL 60638, USA",1,50,58,24,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,4,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1400 North Sacramento Avenue, Chicago, IL 60622, USA",2,14,22,25,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,23,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1400 North Sacramento Avenue, Chicago, IL 60622, USA",1,14,22,25,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",2,11,50,71,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,29,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",1,11,50,71,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,4,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"4200 West 127th Street, Alsip, IL 60803, USA",2,42,98,92,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,5,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"2800 North Francisco Avenue, Chicago, IL 60618, USA",2,28,20,100,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,6,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"7000 West Armitage Avenue, Chicago, IL 60707, USA",2,70,0,104,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,16,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"7000 West Armitage Avenue, Chicago, IL 60707, USA",1,70,0,104,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,2,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"2500 South Millard Avenue, Chicago, IL 60623, USA",2,25,77,105,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,8,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"2500 South Millard Avenue, Chicago, IL 60623, USA",1,25,77,105,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,9,2,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"3500 West 116th Street, Chicago, IL 60655, USA",2,35,96,111,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,3,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"3700 North Kedvale Avenue, Chicago, IL 60641, USA",2,37,23,123,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,10,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"3700 North Kedvale Avenue, Chicago, IL 60641, USA",1,37,23,123,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,3,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"4500 North Campbell Avenue, Chicago, IL 60625, USA",2,45,17,128,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,48,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"4500 North Campbell Avenue, Chicago, IL 60625, USA",3,45,17,128,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,8,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"4500 North Campbell Avenue, Chicago, IL 60625, USA",1,45,17,128,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,9,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"4600 Milwaukee Avenue, Chicago, IL 60630, USA",2,46,33,4,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,6,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"4600 Milwaukee Avenue, Chicago, IL 60630, USA",1,46,33,4,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,3,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"7000 North Moselle Avenue, Chicago, IL 60646, USA",2,70,35,9,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"6100 North Lemont Avenue, Chicago, IL 60646, USA",2,61,28,12,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,5,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"6100 North Lemont Avenue, Chicago, IL 60646, USA",3,61,28,12,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,3,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"3000 West 18th Street, Chicago, IL 60608, USA",2,30,99,32,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,5,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1100 South California Avenue, Chicago, IL 60612, USA",2,11,55,36,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,2,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1100 South California Avenue, Chicago, IL 60612, USA",3,11,55,36,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1100 South California Avenue, Chicago, IL 60612, USA",1,11,55,36,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"6100 West Fullerton Avenue, Chicago, IL 60639, USA",2,61,121,13,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,5,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"6100 West Fullerton Avenue, Chicago, IL 60639, USA",3,61,121,13,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,1,1,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1000 North Central Park Avenue, Chicago, IL 60651, USA",2,10,19,23,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9,2,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"3300 North Rutherford Avenue, Chicago, IL 60634, USA",2,33,43,97,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,10,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1100 North Artesian Avenue, Chicago, IL 60622, USA",2,11,49,113,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,14,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1100 North Artesian Avenue, Chicago, IL 60622, USA",3,11,49,113,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1100 North Artesian Avenue, Chicago, IL 60622, USA",1,11,49,113,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"6000 West Montrose Avenue, Chicago, IL 60634, USA",3,60,130,17,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"3300 West 104th Street, Chicago, IL 60655, USA",2,33,93,79,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,2,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"3300 West 104th Street, Chicago, IL 60655, USA",1,33,93,79,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1700 North Pulaski Road, Chicago, IL 60639, USA",2,17,40,30,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,4,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"1700 North Pulaski Road, Chicago, IL 60639, USA",1,17,40,30,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"2200 West 51st Street, Chicago, IL 60609, USA",2,22,102,44,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"3500 West 51st Street, Chicago, IL 60632, USA",2,35,102,45,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,1,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",2,52,104,47,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9,4,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"6700 South Kedzie Avenue, Chicago, IL 60629, USA",2,67,69,49,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,2,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
"6700 South Kedzie Avenue, Chicago, IL 60629, USA",1,67,69,49,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,2,0,9,25,2009,70,60,65,4,57,0,0,0542,1744,0,5.4,11,7.3,70,60,57,5.4,11
