Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2010-05-06,1,63,46,55,39,46,10,0,442,1855,0.01,29.27,29.99,5.7,3,9.1
2010-05-07,1,59,45,52,46,48,13,0,441,1856,0.72,28.98,29.73,2.6,34,13.2
2010-05-08,1,50,42,46,35,41,19,0,439,1857,0.02,29.36,30.05,14.5,30,15.2
2010-05-09,1,58,38,48,29,40,17,0,438,1858,0.0,29.59,30.31,2.5,35,6.4
2010-05-10,1,58,41,50,31,42,15,0,437,1859,0.005,29.47,30.24,13.5,11,14.2
2010-05-11,1,52,44,48,46,47,17,0,436,1860,0.97,29.16,29.9,5.6,9,9.9
2010-05-12,1,51,44,48,45,46,17,0,435,1901,0.12,29.36,30.1,8.9,6,10.4
2010-05-13,1,73,48,61,53,55,4,0,434,1902,1.49,29.23,29.93,4.8,25,12.3
2010-05-14,1,66,47,57,44,50,8,0,433,1903,0.0,29.46,30.17,10.9,26,11.2
2010-05-15,1,61,43,52,42,48,13,0,432,1904,0.0,29.53,30.26,4.1,4,5.8
2010-05-16,1,66,41,54,43,49,11,0,431,1905,0.0,29.44,30.18,9.7,5,10.1
2010-05-17,1,58,50,54,42,48,11,0,430,1906,0.01,29.29,30.04,9.6,3,9.8
2010-05-18,1,65,46,56,40,48,9,0,429,1907,0.0,29.26,29.99,9.1,3,9.8
2010-05-19,1,74,44,59,39,51,6,0,428,1908,0.0,29.31,30.02,5.7,4,6.4
2010-05-20,1,74,47,61,49,55,4,0,427,1909,0.05,29.29,30.02,6.8,13,7.8
2010-05-21,1,73,56,65,58,60,0,0,426,1910,0.21,29.15,29.88,4.6,10,6.3
2010-05-22,1,74,58,66,59,61,0,1,425,1911,0.0,29.23,29.94,3.4,12,5.4
2010-05-23,1,89,62,76,66,69,0,11,425,1912,0.0,29.26,29.97,9.8,18,10.0
2010-05-24,1,91,70,81,67,72,0,16,424,1913,0.0,29.33,30.03,6.6,14,8.2
2010-05-25,1,88,69,79,62,68,0,14,423,1914,0.0,29.33,30.04,5.1,13,7.8
2010-05-26,1,87,66,77,63,68,0,12,422,1915,0.005,29.29,30.0,3.1,3,4.5
2010-05-27,1,77,61,69,50,59,0,4,422,1916,0.0,29.31,30.03,10.4,3,10.7
2010-05-28,1,79,57,68,50,58,0,3,421,1916,0.0,29.28,30.01,7.8,3,8.4
2010-05-29,1,86,59,73,57,63,0,8,421,1917,0.0,29.23,29.95,5.0,5,5.8
2010-05-30,1,91,61,76,59,66,0,11,420,1918,0.0,29.16,29.88,4.6,18,5.9
2010-05-31,1,81,66,74,64,67,0,9,420,1919,0.26,29.15,29.86,0.6,24,4.7
2010-06-01,1,85,63,74,62,67,0,9,419,1920,0.0,29.1,29.84,5.1,19,6.0
2010-06-02,1,77,57,67,61,64,0,2,419,1920,1.02,29.0,29.71,3.6,34,8.7
2010-06-03,1,71,56,64,46,55,1,0,418,1921,0.0,29.1,29.81,6.7,4,7.8
2010-06-04,1,83,57,70,60,65,0,5,418,1922,0.0,29.0,29.73,7.8,22,9.8
2010-06-05,1,79,60,70,65,67,0,5,417,1923,0.15,28.95,29.66,5.0,23,7.8
2010-06-06,1,76,55,66,55,59,0,1,417,1923,0.005,29.16,29.84,9.2,32,11.2
2010-06-07,1,70,54,62,49,55,3,0,417,1924,0.0,29.34,30.05,6.4,8,6.9
2010-06-08,1,67,58,63,57,59,2,0,417,1925,0.45,29.22,29.97,8.8,13,10.1
2010-06-09,1,83,65,74,56,63,0,9,416,1925,0.0,29.13,29.84,10.2,28,10.8
2010-06-10,1,77,58,68,54,60,0,3,416,1926,0.0,29.26,29.96,4.8,7,6.7
2010-06-11,1,89,64,77,67,71,0,12,416,1926,0.02,29.18,29.89,8.8,19,10.5
2010-06-12,1,77,62,70,63,65,0,5,416,1927,0.34,29.25,29.96,3.9,4,8.1
2010-06-13,1,71,62,67,62,64,0,2,416,1927,0.25,29.26,29.98,3.5,9,5.0
2010-06-14,1,70,60,65,61,62,0,0,416,1928,0.005,29.23,29.94,6.2,4,6.6
2010-06-15,1,79,60,70,66,67,0,5,416,1928,0.59,29.16,29.89,2.2,19,5.5
2010-06-16,1,82,63,73,61,65,0,8,416,1929,0.0,29.28,29.98,5.9,28,9.0
2010-06-17,1,84,64,74,62,67,0,9,416,1929,0.0,29.3,30.01,5.8,14,7.5
2010-06-18,1,90,67,79,66,69,0,14,416,1929,0.87,29.18,29.92,6.8,21,10.4
2010-06-19,1,85,66,76,61,66,0,11,416,1930,0.0,29.24,29.94,9.8,28,10.6
2010-06-20,1,81,64,73,61,65,0,8,416,1930,0.005,29.34,30.04,3.8,8,4.7
2010-06-21,1,85,67,76,66,69,0,11,416,1930,0.22,29.26,29.97,5.6,16,8.4
2010-06-22,1,85,69,77,68,71,0,12,417,1931,0.0,29.28,29.98,5.9,23,6.9
2010-06-23,1,87,69,78,70,71,0,13,417,1931,0.87,29.16,29.89,10.2,22,11.5
2010-06-24,1,84,65,75,60,65,0,10,417,1931,0.0,29.33,30.03,5.4,32,8.7
2010-06-25,1,84,62,73,62,67,0,8,417,1931,0.0,29.28,30.0,6.4,20,7.3
2010-06-26,1,87,69,78,66,70,0,13,418,1931,0.85,29.1,29.83,1.0,11,6.7
2010-06-27,1,85,72,79,70,73,0,14,418,1931,0.54,28.9,29.62,7.4,24,9.1
2010-06-28,1,82,63,73,59,65,0,8,419,1931,0.0,29.08,29.76,9.4,31,11.3
2010-06-29,1,75,59,67,53,59,0,2,419,1931,0.0,29.41,30.09,6.2,4,7.5
2010-06-30,1,75,56,66,50,57,0,1,419,1931,0.0,29.54,30.25,3.7,4,6.0
2010-07-01,1,77,55,66,48,57,0,1,420,1931,0.0,29.59,30.33,5.0,9,5.5
2010-07-02,1,83,59,71,53,61,0,6,420,1931,0.0,29.47,30.2,7.9,19,8.1
2010-07-03,1,87,60,74,56,63,0,9,421,1931,0.0,29.31,30.04,8.5,20,9.0
2010-07-04,1,91,68,80,66,71,0,15,422,1930,0.0,29.2,29.91,10.2,22,10.5
2010-07-05,1,91,78,85,64,71,0,20,422,1930,0.0,29.2,29.9,15.0,20,15.3
2010-07-06,1,90,73,82,69,73,0,17,423,1930,0.37,29.26,29.96,8.4,22,9.0
2010-07-07,1,93,71,82,70,73,0,17,423,1930,0.2,29.34,30.03,3.5,23,6.3
2010-07-08,1,88,73,81,70,73,0,16,424,1929,0.16,29.27,29.99,2.7,32,5.4
2010-07-09,1,88,70,79,59,67,0,14,425,1929,0.005,29.26,29.98,6.3,36,7.5
2010-07-10,1,89,69,79,61,68,0,14,425,1929,0.0,29.23,29.95,6.3,28,8.0
2010-07-11,1,85,66,76,63,67,0,11,426,1928,0.79,29.08,29.81,5.6,23,7.8
2010-07-12,1,84,65,75,65,68,0,10,427,1928,0.005,29.05,29.76,1.7,35,3.9
2010-07-13,1,84,70,77,65,69,0,12,428,1927,0.17,29.18,29.87,5.4,10,6.1
2010-07-14,1,90,70,80,71,74,0,15,428,1927,0.0,29.25,29.96,9.2,17,10.1
2010-07-15,1,90,71,81,69,73,0,16,429,1926,0.01,29.21,29.91,7.0,27,10.1
2010-07-16,1,90,67,79,62,68,0,14,430,1925,0.0,29.23,29.95,7.4,25,8.1
2010-07-17,1,93,71,82,63,70,0,17,431,1925,0.0,29.18,29.89,5.6,28,6.9
2010-07-18,1,92,72,82,69,73,0,17,432,1924,0.01,29.1,29.82,7.0,25,9.7
2010-07-19,1,84,69,77,66,70,0,12,433,1923,0.01,29.18,29.89,2.3,24,4.9
2010-07-20,1,86,68,77,68,70,0,12,433,1923,0.005,29.21,29.92,5.4,23,7.2
2010-07-21,1,91,72,82,65,70,0,17,434,1922,0.0,29.29,30.0,4.7,31,6.8
2010-07-22,1,90,69,80,71,74,0,15,435,1921,0.01,29.16,29.89,10.8,20,11.9
2010-07-23,1,94,70,82,71,74,0,17,436,1920,2.79,29.15,29.85,11.2,24,11.8
2010-07-24,1,87,69,78,71,73,0,13,437,1919,3.64,29.16,29.86,2.6,28,8.9
2010-07-25,1,81,66,74,59,65,0,9,438,1918,0.0,29.36,30.06,8.7,2,9.2
2010-07-26,1,84,61,73,62,67,0,8,439,1918,0.0,29.38,30.09,4.5,12,5.2
2010-07-27,1,88,68,78,67,71,0,13,440,1917,0.0,29.28,30.01,5.6,21,6.4
2010-07-28,1,88,73,81,71,74,0,16,441,1916,0.0,29.24,29.94,6.8,28,9.3
2010-07-29,1,82,67,75,58,65,0,10,442,1915,0.0,29.36,30.07,6.0,5,7.0
2010-07-30,1,80,69,75,60,65,0,10,443,1914,0.005,29.25,29.98,5.5,17,6.1
2010-07-31,1,80,65,73,64,67,0,8,444,1913,0.68,29.14,29.86,3.6,13,5.8
2010-08-01,1,86,65,76,65,68,0,11,445,1911,0.0,29.23,29.94,2.4,13,4.1
2010-08-02,1,84,67,76,67,70,0,11,446,1910,0.005,29.26,29.96,6.3,21,6.8
2010-08-03,1,86,66,76,71,73,0,11,447,1909,0.28,29.2,29.91,2.6,21,3.3
2010-08-04,1,83,71,77,72,73,0,12,448,1908,0.48,29.15,29.85,4.1,27,4.9
2010-08-05,1,83,68,76,62,67,0,11,449,1907,0.0,29.13,29.84,10.6,29,10.9
2010-08-06,1,82,64,73,59,64,0,8,450,1906,0.0,29.22,29.93,6.3,29,6.5
2010-08-07,1,83,62,73,64,68,0,8,451,1904,0.0,29.2,29.92,7.6,23,8.0
2010-08-08,1,87,69,78,67,70,0,13,452,1903,0.08,29.13,29.86,9.3,22,9.9
2010-08-09,1,88,72,80,71,74,0,15,453,1902,0.15,29.2,29.9,4.1,24,7.1
2010-08-10,1,89,75,82,71,74,0,17,454,1900,0.0,29.23,29.93,4.4,7,4.9
2010-08-11,1,90,75,83,70,74,0,18,455,1859,0.0,29.13,29.84,4.2,28,6.0
2010-08-12,1,92,74,83,70,74,0,18,456,1858,0.0,29.13,29.83,3.3,10,5.7
2010-08-13,1,92,73,83,70,74,0,18,457,1856,0.25,29.07,29.78,7.2,18,7.6
2010-08-14,1,88,72,80,69,73,0,15,458,1855,0.005,29.11,29.82,3.6,25,5.0
2010-08-15,1,83,66,75,62,67,0,10,459,1854,0.0,29.21,29.9,8.1,29,8.8
2010-08-16,1,80,63,72,54,62,0,7,500,1852,0.0,29.31,30.01,8.6,28,9.3
2010-08-17,1,79,64,72,57,63,0,7,501,1851,0.03,29.36,30.07,4.5,30,6.1
2010-08-18,1,84,63,74,61,66,0,9,502,1849,0.05,29.29,30.02,1.5,20,3.5
2010-08-19,1,88,66,77,65,69,0,12,503,1848,0.0,29.18,29.91,4.6,21,5.0
2010-08-20,1,92,71,82,68,72,0,17,504,1846,0.03,29.11,29.81,10.5,19,11.2
2010-08-21,1,86,71,79,69,72,0,14,505,1845,0.45,29.13,29.83,2.6,33,6.0
2010-08-22,1,81,68,75,64,67,0,10,506,1843,0.0,29.35,30.05,7.9,3,8.5
2010-08-23,1,80,65,73,63,67,0,8,508,1842,0.0,29.34,30.06,6.0,4,7.3
2010-08-24,1,84,64,74,62,66,0,9,509,1840,0.005,29.29,30.02,1.2,4,5.8
2010-08-25,1,79,61,70,51,59,0,5,510,1839,0.0,29.38,30.08,9.8,32,10.3
2010-08-26,1,79,59,69,52,59,0,4,511,1837,0.0,29.44,30.16,0.8,6,5.2
2010-08-27,1,86,59,73,56,63,0,8,512,1835,0.0,29.39,30.11,8.6,21,9.0
2010-08-28,1,88,65,77,54,63,0,12,513,1834,0.0,29.36,30.08,10.5,19,10.8
2010-08-29,1,94,71,83,66,71,0,18,514,1832,0.0,29.39,30.1,10.6,19,11.4
2010-08-30,1,88,74,81,67,72,0,16,515,1831,0.0,29.39,30.13,14.1,19,14.5
2010-08-31,1,93,75,84,68,73,0,19,516,1829,0.0,29.28,30.01,14.7,20,15.0
2010-09-01,1,81,71,76,68,70,0,11,517,1827,0.17,29.21,29.91,6.2,23,7.3
2010-09-02,1,83,65,74,68,70,0,9,518,1826,1.55,29.09,29.81,5.6,21,6.9
2010-09-03,1,70,56,63,52,57,2,0,519,1824,0.005,29.11,29.82,15.3,28,15.7
2010-09-04,1,68,51,60,44,51,5,0,520,1822,0.005,29.25,29.96,11.3,29,11.9
2010-09-05,1,76,49,63,50,56,2,0,521,1821,0.005,29.21,29.95,7.9,20,9.0
2010-09-06,1,82,66,74,52,61,0,9,522,1819,0.005,29.12,29.83,14.2,20,14.9
2010-09-07,1,77,58,68,49,58,0,3,523,1817,0.0,29.21,29.9,17.4,25,18.8
2010-09-08,1,71,51,61,48,54,4,0,524,1815,0.0,29.39,30.09,3.9,32,6.5
2010-09-09,1,67,50,59,49,54,6,0,525,1814,0.0,29.36,30.09,5.7,3,6.5
2010-09-10,1,72,55,64,51,58,1,0,526,1812,0.0,29.24,29.98,8.3,9,9.4
2010-09-11,1,75,58,67,55,59,0,2,527,1810,0.24,29.15,29.87,1.9,24,9.4
2010-09-12,1,83,54,69,51,59,0,4,528,1809,0.0,29.29,30.0,7.5,26,7.9
2010-09-13,1,82,57,70,50,59,0,5,529,1807,0.0,29.29,30.01,4.9,31,6.1
2010-09-14,1,77,54,66,49,57,0,1,530,1805,0.0,29.38,30.1,3.8,5,4.9
2010-09-15,1,75,59,67,54,60,0,2,531,1803,0.005,29.25,30.01,7.6,12,9.1
2010-09-16,1,69,53,61,56,59,4,0,532,1760,0.16,29.19,29.88,6.6,33,11.4
2010-09-17,1,74,49,62,50,56,3,0,533,1758,0.0,29.36,30.07,3.8,19,4.5
2010-09-18,1,65,58,62,55,58,3,0,535,1756,0.35,29.42,30.13,3.9,3,6.5
2010-09-19,1,67,55,61,49,55,4,0,536,1755,0.005,29.46,30.18,7.1,4,7.9
2010-09-20,1,75,62,69,60,63,0,4,537,1753,0.005,29.29,30.04,4.5,12,6.6
2010-09-21,1,88,68,78,64,68,0,13,538,1751,0.05,29.16,29.87,10.8,22,11.6
2010-09-22,1,74,63,69,61,63,0,4,539,1749,0.0,29.31,30.02,2.8,6,6.0
2010-09-23,1,89,65,77,62,68,0,12,540,1748,0.0,29.15,29.88,16.6,20,17.1
2010-09-24,1,80,56,68,54,59,0,3,541,1746,0.26,29.18,29.88,15.6,25,17.3
2010-09-25,1,60,52,56,43,49,9,0,542,1744,0.0,29.4,30.11,6.8,36,8.9
2010-09-26,1,60,50,55,45,49,10,0,543,1742,0.005,29.4,30.13,9.5,2,10.1
2010-09-27,1,65,48,57,45,50,8,0,544,1741,0.0,29.18,29.95,1.4,2,4.9
2010-09-28,1,71,46,59,45,52,6,0,545,1739,0.0,29.07,29.8,2.5,2,3.7
2010-09-29,1,75,52,64,48,55,1,0,546,1737,0.0,29.09,29.81,5.4,22,5.7
2010-09-30,1,74,52,63,49,55,2,0,547,1735,0.0,29.23,29.93,8.3,36,9.3
2010-10-01,1,73,48,61,44,52,4,0,548,1734,0.08,29.31,30.04,4.2,29,6.2
2010-10-02,1,57,45,51,41,46,14,0,549,1732,0.26,29.47,30.18,15.2,36,15.4
2010-10-03,1,56,42,49,39,44,16,0,550,1730,0.08,29.64,30.36,10.3,1,11.3
2010-10-04,1,60,38,49,39,45,16,0,552,1729,0.0,29.65,30.38,2.4,2,3.6
2010-10-05,1,68,39,54,38,46,11,0,553,1727,0.0,29.59,30.33,1.3,32,3.5
2010-10-06,1,78,46,62,44,53,3,0,554,1725,0.0,29.33,30.07,7.0,28,7.9
2010-10-07,1,76,49,63,39,50,2,0,555,1724,0.0,29.36,30.08,5.8,30,6.2
2010-10-08,1,79,48,64,40,52,1,0,556,1722,0.0,29.31,30.03,7.0,24,7.3
2010-10-09,1,86,55,71,52,59,0,6,557,1720,0.0,29.25,29.98,2.5,24,3.6
2010-10-10,1,84,57,71,50,59,0,6,558,1719,0.0,29.16,29.89,4.0,25,4.1
2010-10-11,1,82,54,68,52,58,0,3,559,1717,0.0,29.12,29.83,2.2,3,4.0
2010-10-12,1,76,52,64,54,58,1,0,600,1715,0.0,29.21,29.92,3.3,6,3.9
2010-10-13,1,66,47,57,46,52,8,0,602,1714,0.1,29.35,30.06,7.2,35,8.6
2010-10-14,1,66,43,55,32,45,10,0,603,1712,0.0,29.21,29.96,7.2,27,9.2
2010-10-15,1,63,44,54,41,47,11,0,604,1711,0.0,29.34,30.06,6.4,1,8.1
2010-10-16,1,71,40,56,39,48,9,0,605,1709,0.0,29.31,30.04,8.0,23,9.1
2010-10-17,1,65,47,56,36,46,9,0,606,1707,0.0,29.35,30.08,3.7,1,5.4
2010-10-18,1,61,43,52,40,47,13,0,607,1706,0.0,29.29,30.02,5.0,4,6.2
2010-10-19,1,60,39,50,35,43,15,0,608,1704,0.0,29.23,29.98,6.1,27,7.2
2010-10-20,1,70,44,57,35,46,8,0,610,1703,0.005,29.03,29.76,10.2,26,12.1
2010-10-21,1,56,38,47,30,40,18,0,611,1701,0.0,29.25,29.96,9.4,30,10.0
2010-10-22,1,64,33,49,31,42,16,0,612,1660,0.02,29.34,30.07,5.8,21,6.5
2010-10-23,1,65,54,60,47,53,5,0,613,1658,0.1,29.2,29.94,10.0,21,11.4
2010-10-24,1,72,54,63,53,57,2,0,614,1657,0.05,28.98,29.74,8.4,21,9.6
2010-10-25,1,72,56,64,56,60,1,0,616,1656,0.0,28.74,29.5,11.6,19,12.4
2010-10-26,1,70,54,62,47,53,3,0,617,1654,0.24,28.55,29.25,24.1,21,26.3
2010-10-27,1,65,43,54,32,44,11,0,618,1653,0.0,28.92,29.59,21.8,24,23.2
2010-10-28,1,46,39,43,31,38,22,0,619,1651,0.005,29.43,30.1,13.7,28,14.1
2010-10-29,1,50,31,41,27,36,24,0,620,1650,0.0,29.48,30.24,6.2,24,8.9
2010-10-30,1,63,42,53,32,42,12,0,622,1649,0.0,29.14,29.88,6.5,25,13.3
2010-10-31,1,52,36,44,30,38,21,0,623,1647,0.0,29.49,30.2,5.8,1,6.9
2011-05-01,1,63,47,55,37,47,10,0,448,1849,0.0,29.26,29.95,11.4,26,11.9
2011-05-02,1,59,42,51,31,42,14,0,447,1850,0.0,29.46,30.17,5.3,36,9.9
2011-05-03,1,50,37,44,31,38,21,0,446,1851,0.005,29.5,30.23,6.7,3,7.6
2011-05-04,1,59,37,48,29,40,17,0,444,1852,0.0,29.63,30.37,4.6,3,7.6
2011-05-05,1,63,35,49,40,46,16,0,443,1853,0.06,29.33,30.12,10.9,20,11.5
2011-05-06,1,68,44,56,39,48,9,0,442,1855,0.005,29.11,29.87,6.8,28,7.8
2011-05-07,1,60,43,52,44,48,13,0,441,1856,0.005,29.13,29.85,5.1,5,6.9
2011-05-08,1,68,39,54,43,49,11,0,439,1857,0.0,29.27,29.98,6.6,6,7.2
2011-05-09,1,73,47,60,45,53,5,0,438,1858,0.005,29.15,29.89,14.3,11,14.7
2011-05-10,1,90,62,76,61,66,0,11,437,1859,0.0,29.0,29.72,6.2,14,8.6
2011-05-11,1,87,63,75,66,68,0,10,436,1860,0.13,29.1,29.8,3.5,14,6.6
2011-05-12,1,86,58,72,63,66,0,7,435,1901,0.29,29.08,29.79,5.6,19,8.1
2011-05-13,1,77,47,62,54,56,3,0,434,1902,0.02,29.0,29.73,10.1,3,11.0
2011-05-14,1,53,45,49,47,48,16,0,433,1903,0.31,29.01,29.73,16.7,2,16.9
2011-05-15,1,46,41,44,36,41,21,0,432,1904,0.31,29.15,29.86,21.4,2,21.4
2011-05-16,1,52,37,45,30,40,20,0,431,1905,0.0,29.28,30.01,13.5,2,13.9
2011-05-17,1,60,40,50,33,43,15,0,430,1906,0.0,29.21,29.96,12.2,3,12.7
2011-05-18,1,57,49,53,48,49,12,0,429,1907,0.07,29.16,29.89,6.2,2,7.1
2011-05-19,1,72,49,61,53,56,4,0,428,1908,0.0,29.29,30.0,3.6,2,5.8
2011-05-20,1,73,50,62,54,57,3,0,427,1909,0.0,29.3,30.03,5.5,6,6.0
2011-05-21,1,75,50,63,59,62,2,0,426,1910,0.01,29.13,29.87,7.0,15,8.1
2011-05-22,1,87,61,74,60,64,0,9,425,1911,0.58,28.95,29.7,10.3,19,11.4
2011-05-23,1,79,60,70,59,64,0,5,425,1912,0.005,28.92,29.62,10.0,25,11.3
2011-05-24,1,66,47,57,47,51,8,0,424,1913,0.11,29.15,29.86,12.0,4,12.4
2011-05-25,1,67,47,57,52,53,8,0,423,1914,2.24,28.92,29.67,10.7,3,11.7
2011-05-26,1,49,43,46,40,43,19,0,422,1915,1.06,29.15,29.84,17.7,2,17.8
2011-05-27,1,58,40,49,41,46,16,0,422,1916,0.005,29.21,29.93,7.3,5,8.7
2011-05-28,1,62,51,57,55,55,8,0,421,1916,0.12,29.1,29.83,6.0,18,6.7
2011-05-29,1,70,52,61,59,60,4,0,421,1917,1.88,29.16,29.86,3.6,11,5.7
2011-05-30,1,88,56,72,65,69,0,7,420,1918,0.0,29.26,29.97,12.4,20,12.8
2011-05-31,1,85,69,77,64,68,0,12,420,1919,0.08,29.34,30.04,12.4,22,13.2
2011-06-01,1,81,59,70,49,59,0,5,419,1920,0.0,29.44,30.17,10.7,27,10.5
2011-06-02,1,69,56,63,44,53,2,0,419,1920,0.02,29.45,30.19,9.0,6,9.4
2011-06-03,1,87,55,71,62,67,0,6,418,1921,0.01,29.31,30.04,10.8,17,11.5
2011-06-04,1,92,64,78,64,68,0,13,418,1922,0.18,29.31,30.02,1.4,26,8.5
2011-06-05,1,85,60,73,55,62,0,8,417,1923,0.005,29.36,30.08,3.1,7,5.4
2011-06-06,1,93,60,77,64,69,0,12,417,1923,0.0,29.15,29.89,8.5,20,9.7
2011-06-07,1,96,75,86,65,72,0,21,417,1924,0.0,29.11,29.82,10.3,23,10.6
2011-06-08,1,95,66,81,64,71,0,16,417,1925,0.17,29.13,29.81,11.6,24,13.4
2011-06-09,1,69,50,60,52,55,5,0,416,1925,0.93,29.28,30.0,8.0,4,12.5
2011-06-10,1,69,51,60,56,57,5,0,416,1926,0.52,29.21,29.94,6.4,3,8.0
2011-06-11,1,62,52,57,54,55,8,0,416,1926,0.03,29.24,29.95,4.7,5,5.7
2011-06-12,1,64,50,57,45,52,8,0,416,1927,0.0,29.38,30.1,8.3,3,8.9
2011-06-13,1,72,54,63,43,53,2,0,416,1927,0.0,29.39,30.11,7.5,6,7.8
2011-06-14,1,77,53,65,49,56,0,0,416,1928,0.0,29.25,30.01,7.8,9,8.6
2011-06-15,1,71,57,64,59,61,1,0,416,1928,0.8,29.0,29.73,9.2,15,11.2
2011-06-16,1,81,61,71,59,63,0,6,416,1929,0.04,29.05,29.76,5.5,29,7.5
2011-06-17,1,82,60,71,60,64,0,6,416,1929,0.0,29.13,29.83,5.8,6,6.6
2011-06-18,1,84,61,73,62,65,0,8,416,1929,0.0,29.1,29.82,4.6,6,6.4
2011-06-19,1,81,63,72,65,68,0,7,416,1930,0.0,29.03,29.75,4.1,11,5.2
2011-06-20,1,79,65,72,67,69,0,7,416,1930,0.18,29.01,29.72,6.2,16,8.1
2011-06-21,1,89,66,78,70,72,0,13,416,1930,0.45,28.92,29.64,11.5,18,12.1
2011-06-22,1,73,64,69,63,65,0,4,417,1931,0.02,28.89,29.59,12.6,21,13.4
2011-06-23,1,71,62,67,59,62,0,2,417,1931,0.01,28.9,29.6,11.4,26,12.7
2011-06-24,1,68,60,64,56,59,1,0,417,1931,0.0,29.08,29.76,9.4,29,9.6
2011-06-25,1,79,58,69,53,60,0,4,417,1931,0.0,29.21,29.92,2.5,10,4.6
2011-06-26,1,81,57,69,53,60,0,4,418,1931,0.0,29.23,29.94,5.8,9,6.9
2011-06-27,1,81,65,73,63,67,0,8,418,1931,0.03,29.08,29.8,6.9,21,10.8
2011-06-28,1,81,63,72,54,61,0,7,419,1931,0.0,29.28,29.98,9.1,30,9.6
2011-06-29,1,81,59,70,56,62,0,5,419,1931,0.0,29.35,30.06,3.7,8,5.4
2011-06-30,1,88,60,74,62,67,0,9,419,1931,0.005,29.28,30.0,8.2,17,9.4
2011-07-01,1,89,72,81,62,68,0,16,420,1931,0.0,29.24,29.96,14.3,18,14.9
2011-07-02,1,94,71,83,70,74,0,18,420,1931,0.0,29.25,29.95,3.9,24,8.3
2011-07-03,1,84,69,77,57,65,0,12,421,1931,0.0,29.28,29.98,4.7,2,5.9
2011-07-04,1,89,65,77,55,64,0,12,422,1930,0.0,29.26,29.97,2.9,5,4.3
2011-07-05,1,91,68,80,60,68,0,15,422,1930,0.0,29.25,29.96,5.2,28,6.2
2011-07-06,1,86,70,78,61,67,0,13,423,1930,0.005,29.27,29.97,5.7,4,7.5
2011-07-07,1,82,63,73,53,62,0,8,423,1930,0.005,29.22,29.95,5.1,7,6.2
2011-07-08,1,86,61,74,51,62,0,9,424,1929,0.0,29.17,29.88,5.1,6,6.0
2011-07-09,1,91,61,76,58,66,0,11,425,1929,0.0,29.21,29.92,5.2,19,5.9
2011-07-10,1,91,74,83,68,72,0,18,425,1929,0.005,29.18,29.89,9.3,19,9.7
2011-07-11,1,88,71,80,71,74,0,15,426,1928,0.39,29.12,29.82,5.5,25,8.5
2011-07-12,1,87,70,79,63,69,0,14,427,1928,0.01,29.25,29.94,5.6,2,7.7
2011-07-13,1,74,63,69,57,62,0,4,428,1927,0.0,29.35,30.06,10.5,4,10.9
2011-07-14,1,82,59,71,56,63,0,6,428,1927,0.0,29.3,30.02,6.5,10,8.0
2011-07-15,1,87,70,79,60,66,0,14,429,1926,0.005,29.27,29.98,5.4,9,6.7
2011-07-16,1,89,71,80,61,68,0,15,430,1925,0.005,29.32,30.02,3.4,19,4.3
2011-07-17,1,95,69,82,69,74,0,17,431,1925,0.0,29.35,30.06,6.2,22,6.4
2011-07-18,1,92,80,86,75,78,0,21,432,1924,0.01,29.23,29.96,10.6,25,10.8
2011-07-19,1,93,78,86,72,76,0,21,433,1923,0.0,29.17,29.89,4.5,7,6.2
2011-07-20,1,99,73,86,73,77,0,21,433,1923,0.02,29.08,29.8,9.0,23,10.7
2011-07-21,1,99,75,87,70,76,0,22,434,1922,0.02,29.1,29.8,6.2,28,8.8
2011-07-22,1,88,70,79,70,73,0,14,435,1921,1.55,29.18,29.88,1.7,9,9.0
2011-07-23,1,87,70,79,70,73,0,14,436,1920,6.86,29.23,29.95,0.8,30,5.3
2011-07-24,1,87,72,80,70,73,0,15,437,1919,0.18,29.26,29.97,1.5,23,6.4
2011-07-25,1,88,73,81,66,71,0,16,438,1918,0.0,29.2,29.91,3.4,32,6.5
2011-07-26,1,83,71,77,63,68,0,12,439,1918,0.0,29.18,29.88,6.3,5,8.5
2011-07-27,1,90,68,79,66,70,0,14,440,1917,0.71,29.13,29.85,6.2,16,9.5
2011-07-28,1,87,73,80,71,74,0,15,441,1916,0.7,29.2,29.89,3.2,23,6.8
2011-07-29,1,86,71,79,67,71,0,14,442,1915,0.7,29.28,29.98,4.3,4,5.9
2011-07-30,1,91,67,79,64,70,0,14,443,1914,0.0,29.35,30.05,2.4,13,3.4
2011-07-31,1,90,68,79,69,73,0,14,444,1913,0.0,29.35,30.06,4.9,25,5.0
2011-08-01,1,91,74,83,72,75,0,18,445,1911,0.0,29.28,29.99,4.2,27,4.9
2011-08-02,1,93,74,84,73,76,0,19,446,1910,0.43,29.04,29.77,8.3,21,9.1
2011-08-03,1,86,72,79,67,71,0,14,447,1909,0.0,29.11,29.81,6.9,2,8.0
2011-08-04,1,84,69,77,66,69,0,12,448,1908,0.0,29.25,29.94,5.3,5,6.0
2011-08-05,1,83,69,76,68,71,0,11,449,1907,0.005,29.21,29.93,4.0,5,5.5
2011-08-06,1,85,72,79,70,72,0,14,450,1906,0.18,29.1,29.82,2.5,5,4.0
2011-08-07,1,86,68,77,69,71,0,12,451,1904,0.75,29.03,29.75,4.6,27,6.4
