Date,Tmax_x,Tmin_x,Tavg_x,Depart_x,DewPoint_x,Heat_x,Cool_x,Sunrise_x,Sunset_x,Depth_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Tmax_y,Tmin_y,DewPoint_y,ResultSpeed_y,ResultDir_y
2009-10-16,45,39,42,-10,36,23,0,0605,1709,0,8.2,35,8.2,46,40,36,7.1,35
2009-10-17,52,36,44,-8,33,21,0,0606,1707,0,8.0,34,8.2,52,39,34,6.9,35
2009-10-18,53,31,42,-9,33,23,0,0607,1706,0,6.1,21,6.9,53,33,33,5.8,21
2009-10-19,65,44,55,4,41,10,0,0608,1704,0,11.4,21,11.5,66,43,40,10.7,21
2009-10-20,62,48,55,5,48,10,0,0610,1703,0,4.0,19,5.3,64,51,47,6.4,19
2009-10-21,69,55,62,12,52,3,0,0611,1701,0,11.4,21,11.5,70,55,50,11.1,21
2009-10-22,58,48,53,3,48,12,0,0612,1660,0,8.4,5,13.0,58,49,49,8.7,6
2009-10-23,61,42,52,3,49,13,0,0613,1658,0,6.2,18,16.2,62,44,50,6.6,19
2009-10-24,50,38,44,-5,37,21,0,0614,1657,0,8.3,26,8.9,49,39,37,9.6,26
2009-10-25,62,44,53,5,45,12,0,0616,1656,0,5.5,19,6.9,63,44,43,6.3,19
2009-10-26,55,49,52,4,48,13,0,0617,1654,0,4.9,21,7.5,55,50,47,5.2,21
2009-10-27,51,45,48,0,45,17,0,0618,1653,0,4.4,5,6.5,52,48,46,5.5,5
2009-10-28,57,50,54,7,49,11,0,0619,1651,0,3.1,14,4.3,58,50,49,1.8,13
2009-10-29,60,47,54,7,50,11,0,0620,1650,0,12.5,14,12.7,60,48,50,11.1,14
2009-10-30,67,46,57,11,53,8,0,0622,1649,0,15.6,20,17.4,68,47,54,15.7,21
2009-10-31,46,35,41,-5,31,24,0,0623,1647,0,11.1,26,11.5,47,37,31,13.4,26
2010-05-01,70,58,64,11,53,1,0,0448,1849,0,9.1,21,9.4,71,61,54,7.4,22
2010-05-02,69,53,61,7,52,4,0,0447,1850,0,4.4,25,6.1,68,54,52,2.8,26
2010-05-03,72,50,61,7,45,4,0,0446,1851,0,8.8,25,9.4,72,52,45,8.9,25
2010-05-04,79,50,65,11,44,0,0,0444,1852,0,13.9,21,14.2,80,53,43,12.1,21
2010-05-05,72,56,64,9,37,1,0,0443,1853,0,10.2,27,12.8,73,57,37,9.7,27
2010-05-06,63,46,55,0,39,10,0,0442,1855,0,5.7,3,9.1,60,48,39,5.9,6
2010-05-07,59,45,52,-3,46,13,0,0441,1856,0,2.6,34,13.2,59,46,46,3.7,31
2010-05-08,50,42,46,-10,35,19,0,0439,1857,0,14.5,30,15.2,50,42,35,13.6,29
2010-05-09,58,38,48,-8,29,17,0,0438,1858,0,2.5,35,6.4,56,37,29,1.8,6
2010-05-10,58,41,50,-6,31,15,0,0437,1859,0,13.5,11,14.2,58,43,29,12.5,12
2010-05-11,52,44,48,-9,46,17,0,0436,1860,0,5.6,9,9.9,59,44,46,3.0,12
2010-05-12,51,44,48,-9,45,17,0,0435,1901,0,8.9,6,10.4,53,46,45,8.3,6
2010-05-13,73,48,61,3,53,4,0,0434,1902,0,4.8,25,12.3,78,49,54,5.9,25
2010-05-14,66,47,57,-1,44,8,0,0433,1903,0,10.9,26,11.2,67,49,43,11.9,26
2010-05-15,61,43,52,-6,42,13,0,0432,1904,0,4.1,4,5.8,63,47,41,4.0,5
2010-05-16,66,41,54,-5,43,11,0,0431,1905,0,9.7,5,10.1,66,46,43,11.1,5
2010-05-17,58,50,54,-5,42,11,0,0430,1906,0,9.6,3,9.8,60,52,43,7.9,3
2010-05-18,65,46,56,-4,40,9,0,0429,1907,0,9.1,3,9.8,62,49,41,9.6,2
2010-05-19,74,44,59,-1,39,6,0,0428,1908,0,5.7,4,6.4,73,46,39,6.4,4
2010-05-20,74,47,61,0,49,4,0,0427,1909,0,6.8,13,7.8,72,51,49,6.3,12
2010-05-21,73,56,65,4,58,0,0,0426,1910,0,4.6,10,6.3,72,56,58,5.0,12
2010-05-22,74,58,66,5,59,0,1,0425,1911,0,3.4,12,5.4,72,58,59,2.7,9
2010-05-23,89,62,76,15,66,0,11,0425,1912,0,9.8,18,10.0,89,65,65,9.7,18
2010-05-24,91,70,81,19,67,0,16,0424,1913,0,6.6,14,8.2,91,73,66,6.3,13
2010-05-25,88,69,79,17,62,0,14,0423,1914,0,5.1,13,7.8,87,71,61,6.4,12
2010-05-26,87,66,77,15,63,0,12,0422,1915,0,3.1,3,4.5,85,70,62,3.2,2
2010-05-27,77,61,69,7,50,0,4,0422,1916,0,10.4,3,10.7,77,63,50,12.7,2
2010-05-28,79,57,68,5,50,0,3,0421,1916,0,7.8,3,8.4,76,59,49,10.0,2
2010-05-29,86,59,73,9,57,0,8,0421,1917,0,5.0,5,5.8,84,62,57,4.5,7
2010-05-30,91,61,76,12,59,0,11,0420,1918,0,4.6,18,5.9,91,64,59,4.5,17
2010-05-31,81,66,74,10,64,0,9,0420,1919,0,0.6,24,4.7,84,65,65,1.6,19
2010-06-01,85,63,74,10,62,0,9,0419,1920,0,5.1,19,6.0,84,65,63,4.4,17
2010-06-02,77,57,67,3,61,0,2,0419,1920,0,3.6,34,8.7,77,59,61,2.8,32
2010-06-03,71,56,64,0,46,1,0,0418,1921,0,6.7,4,7.8,71,58,46,6.1,4
2010-06-04,83,57,70,6,60,0,5,0418,1922,0,7.8,22,9.8,83,60,59,6.8,21
2010-06-05,79,60,70,5,65,0,5,0417,1923,0,5.0,23,7.8,79,60,63,3.8,24
2010-06-06,76,55,66,0,55,0,1,0417,1923,0,9.2,32,11.2,75,58,54,8.3,33
2010-06-07,70,54,62,-4,49,3,0,0417,1924,0,6.4,8,6.9,69,56,48,6.5,7
2010-06-08,67,58,63,-3,57,2,0,0417,1925,0,8.8,13,10.1,67,59,57,7.8,13
2010-06-09,83,65,74,8,56,0,9,0416,1925,0,10.2,28,10.8,83,67,55,10.0,27
2010-06-10,77,58,68,1,54,0,3,0416,1926,0,4.8,7,6.7,75,60,54,5.3,8
2010-06-11,89,64,77,10,67,0,12,0416,1926,0,8.8,19,10.5,88,64,67,8.6,19
2010-06-12,77,62,70,2,63,0,5,0416,1927,0,3.9,4,8.1,77,62,63,2.2,2
2010-06-13,71,62,67,-1,62,0,2,0416,1927,0,3.5,9,5.0,73,61,61,3.6,7
2010-06-14,70,60,65,-3,61,0,0,0416,1928,0,6.2,4,6.6,72,61,61,5.5,5
2010-06-15,79,60,70,2,66,0,5,0416,1928,0,2.2,19,5.5,79,61,65,3.2,20
2010-06-16,82,63,73,4,61,0,8,0416,1929,0,5.9,28,9.0,86,65,60,6.1,27
2010-06-17,84,64,74,5,62,0,9,0416,1929,0,5.8,14,7.5,84,67,61,4.4,14
2010-06-18,90,67,79,9,66,0,14,0416,1929,0,6.8,21,10.4,91,66,66,6.2,22
2010-06-19,85,66,76,6,61,0,11,0416,1930,0,9.8,28,10.6,86,66,60,10.1,27
2010-06-20,81,64,73,3,61,0,8,0416,1930,0,3.8,8,4.7,80,67,60,4.4,8
2010-06-21,85,67,76,6,66,0,11,0416,1930,0,5.6,16,8.4,85,68,66,4.4,17
2010-06-22,85,69,77,7,68,0,12,0417,1931,0,5.9,23,6.9,86,70,68,6.7,22
2010-06-23,87,69,78,8,70,0,13,0417,1931,0,10.2,22,11.5,87,67,69,9.3,22
2010-06-24,84,65,75,4,60,0,10,0417,1931,0,5.4,32,8.7,81,65,59,2.3,36
2010-06-25,84,62,73,2,62,0,8,0417,1931,0,6.4,20,7.3,84,66,61,6.5,20
2010-06-26,87,69,78,7,66,0,13,0418,1931,0,1.0,11,6.7,88,68,65,2.3,16
2010-06-27,85,72,79,8,70,0,14,0418,1931,0,7.4,24,9.1,87,72,69,8.5,24
2010-06-28,82,63,73,2,59,0,8,0419,1931,0,9.4,31,11.3,82,65,59,9.1,31
2010-06-29,75,59,67,-4,53,0,2,0419,1931,0,6.2,4,7.5,73,62,52,6.7,6
2010-06-30,75,56,66,-6,50,0,1,0419,1931,0,3.7,4,6.0,76,57,50,3.9,5
2010-07-01,77,55,66,-6,48,0,1,0420,1931,0,5.0,9,5.5,77,58,47,6.2,10
2010-07-02,83,59,71,-1,53,0,6,0420,1931,0,7.9,19,8.1,83,62,50,7.5,18
2010-07-03,87,60,74,2,56,0,9,0421,1931,0,8.5,20,9.0,87,64,54,8.1,20
2010-07-04,91,68,80,8,66,0,15,0422,1930,0,10.2,22,10.5,92,72,65,10.2,22
2010-07-05,91,78,85,13,64,0,20,0422,1930,0,15.0,20,15.3,90,79,63,13.0,20
2010-07-06,90,73,82,10,69,0,17,0423,1930,0,8.4,22,9.0,91,75,68,9.0,23
2010-07-07,93,71,82,10,70,0,17,0423,1930,0,3.5,23,6.3,94,72,69,4.8,24
2010-07-08,88,73,81,8,70,0,16,0424,1929,0,2.7,32,5.4,87,74,69,0.5,34
2010-07-09,88,70,79,6,59,0,14,0425,1929,0,6.3,36,7.5,87,72,59,4.9,2
2010-07-10,89,69,79,6,61,0,14,0425,1929,0,6.3,28,8.0,89,69,59,4.1,27
2010-07-11,85,66,76,3,63,0,11,0426,1928,0,5.6,23,7.8,85,67,62,6.4,21
2010-07-12,84,65,75,2,65,0,10,0427,1928,0,1.7,35,3.9,84,65,64,1.1,4
2010-07-13,84,70,77,4,65,0,12,0428,1927,0,5.4,10,6.1,84,71,64,6.2,9
2010-07-14,90,70,80,7,71,0,15,0428,1927,0,9.2,17,10.1,91,72,69,8.6,18
2010-07-15,90,71,81,7,69,0,16,0429,1926,0,7.0,27,10.1,92,73,69,7.9,25
2010-07-16,90,67,79,5,62,0,14,0430,1925,0,7.4,25,8.1,90,68,60,6.6,25
2010-07-17,93,71,82,8,63,0,17,0431,1925,0,5.6,28,6.9,92,71,64,1.4,26
2010-07-18,92,72,82,8,69,0,17,0432,1924,0,7.0,25,9.7,91,74,69,7.1,24
2010-07-19,84,69,77,3,66,0,12,0433,1923,0,2.3,24,4.9,84,72,66,3.4,23
2010-07-20,86,68,77,3,68,0,12,0433,1923,0,5.4,23,7.2,85,69,66,7.0,23
2010-07-21,91,72,82,8,65,0,17,0434,1922,0,4.7,31,6.8,90,73,66,1.8,30
2010-07-22,90,69,80,6,71,0,15,0435,1921,0,10.8,20,11.9,90,72,70,8.2,20
2010-07-23,94,70,82,8,71,0,17,0436,1920,0,11.2,24,11.8,95,71,71,9.6,24
2010-07-24,87,69,78,4,71,0,13,0437,1919,0,2.6,28,8.9,87,69,70,2.9,23
2010-07-25,81,66,74,0,59,0,9,0438,1918,0,8.7,2,9.2,81,68,60,9.2,2
2010-07-26,84,61,73,-1,62,0,8,0439,1918,0,4.5,12,5.2,84,64,62,4.8,12
2010-07-27,88,68,78,4,67,0,13,0440,1917,0,5.6,21,6.4,88,71,66,6.0,21
2010-07-28,88,73,81,7,71,0,16,0441,1916,0,6.8,28,9.3,91,77,71,5.2,25
2010-07-29,82,67,75,1,58,0,10,0442,1915,0,6.0,5,7.0,81,69,59,6.1,6
2010-07-30,80,69,75,1,60,0,10,0443,1914,0,5.5,17,6.1,79,71,59,5.1,16
2010-07-31,80,65,73,-1,64,0,8,0444,1913,0,3.6,13,5.8,78,65,63,3.1,14
2010-08-01,86,65,76,3,65,0,11,0445,1911,0,2.4,13,4.1,84,66,64,2.2,11
2010-08-02,84,67,76,3,67,0,11,0446,1910,0,6.3,21,6.8,84,70,66,5.4,21
2010-08-03,86,66,76,3,71,0,11,0447,1909,0,2.6,21,3.3,87,65,70,2.3,20
2010-08-04,83,71,77,4,72,0,12,0448,1908,0,4.1,27,4.9,81,71,71,3.6,26
2010-08-05,83,68,76,3,62,0,11,0449,1907,0,10.6,29,10.9,84,68,62,9.5,29
2010-08-06,82,64,73,0,59,0,8,0450,1906,0,6.3,29,6.5,82,64,58,5.9,29
2010-08-07,83,62,73,0,64,0,8,0451,1904,0,7.6,23,8.0,84,66,63,7.1,23
2010-08-08,87,69,78,5,67,0,13,0452,1903,0,9.3,22,9.9,87,71,66,8.6,21
2010-08-09,88,72,80,7,71,0,15,0453,1902,0,4.1,24,7.1,89,75,69,4.4,24
2010-08-10,89,75,82,9,71,0,17,0454,1900,0,4.4,7,4.9,88,77,71,5.5,8
2010-08-11,90,75,83,10,70,0,18,0455,1859,0,4.2,28,6.0,90,77,69,5.2,27
2010-08-12,92,74,83,10,70,0,18,0456,1858,0,3.3,10,5.7,89,75,69,3.3,8
2010-08-13,92,73,83,10,70,0,18,0457,1856,0,7.2,18,7.6,93,72,70,7.4,17
2010-08-14,88,72,80,8,69,0,15,0458,1855,0,3.6,25,5.0,88,72,68,2.8,22
2010-08-15,83,66,75,3,62,0,10,0459,1854,0,8.1,29,8.8,84,67,62,8.5,29
2010-08-16,80,63,72,0,54,0,7,0500,1852,0,8.6,28,9.3,80,64,54,9.3,27
2010-08-17,79,64,72,0,57,0,7,0501,1851,0,4.5,30,6.1,79,65,57,3.8,28
2010-08-18,84,63,74,2,61,0,9,0502,1849,0,1.5,20,3.5,83,64,60,1.2,18
2010-08-19,88,66,77,6,65,0,12,0503,1848,0,4.6,21,5.0,87,69,63,4.6,21
2010-08-20,92,71,82,11,68,0,17,0504,1846,0,10.5,19,11.2,93,75,66,10.0,19
2010-08-21,86,71,79,8,69,0,14,0505,1845,0,2.6,33,6.0,86,71,68,2.6,35
2010-08-22,81,68,75,4,64,0,10,0506,1843,0,7.9,3,8.5,80,68,64,9.4,2
2010-08-23,80,65,73,2,63,0,8,0508,1842,0,6.0,4,7.3,78,67,63,6.9,7
2010-08-24,84,64,74,3,62,0,9,0509,1840,0,1.2,4,5.8,81,68,61,2.4,8
2010-08-25,79,61,70,0,51,0,5,0510,1839,0,9.8,32,10.3,79,63,50,9.4,33
2010-08-26,79,59,69,-1,52,0,4,0511,1837,0,0.8,6,5.2,78,62,52,1.9,14
2010-08-27,86,59,73,3,56,0,8,0512,1835,0,8.6,21,9.0,83,61,53,5.8,21
2010-08-28,88,65,77,7,54,0,12,0513,1834,0,10.5,19,10.8,87,65,50,7.6,18
2010-08-29,94,71,83,13,66,0,18,0514,1832,0,10.6,19,11.4,93,72,63,7.6,19
2010-08-30,88,74,81,11,67,0,16,0515,1831,0,14.1,19,14.5,88,73,65,10.2,19
2010-08-31,93,75,84,15,68,0,19,0516,1829,0,14.7,20,15.0,92,75,67,12.0,20
2010-09-01,81,71,76,8,68,0,11,0517,1827,0,6.2,23,7.3,80,71,66,5.8,22
2010-09-02,83,65,74,6,68,0,9,0518,1826,0,5.6,21,6.9,83,66,67,7.0,21
2010-09-03,70,56,63,-5,52,2,0,0519,1824,0,15.3,28,15.7,72,57,51,15.7,28
2010-09-04,68,51,60,-8,44,5,0,0520,1822,0,11.3,29,11.9,68,52,43,11.3,30
2010-09-05,76,49,63,-4,50,2,0,0521,1821,0,7.9,20,9.0,77,52,48,7.2,20
2010-09-06,82,66,74,7,52,0,9,0522,1819,0,14.2,20,14.9,84,68,50,13.8,20
2010-09-07,77,58,68,1,49,0,3,0523,1817,0,17.4,25,18.8,79,60,47,16.2,25
2010-09-08,71,51,61,-5,48,4,0,0524,1815,0,3.9,32,6.5,71,53,47,3.7,34
2010-09-09,67,50,59,-7,49,6,0,0525,1814,0,5.7,3,6.5,68,53,49,5.2,4
2010-09-10,72,55,64,-2,51,1,0,0526,1812,0,8.3,9,9.4,72,59,50,9.9,10
2010-09-11,75,58,67,2,55,0,2,0527,1810,0,1.9,24,9.4,75,59,54,1.6,24
2010-09-12,83,54,69,4,51,0,4,0528,1809,0,7.5,26,7.9,83,53,50,7.9,25
2010-09-13,82,57,70,5,50,0,5,0529,1807,0,4.9,31,6.1,82,61,53,1.0,26
2010-09-14,77,54,66,2,49,0,1,0530,1805,0,3.8,5,4.9,77,58,48,4.6,7
2010-09-15,75,59,67,3,54,0,2,0531,1803,0,7.6,12,9.1,75,61,52,7.4,12
2010-09-16,69,53,61,-3,56,4,0,0532,1760,0,6.6,33,11.4,70,57,55,7.4,33
2010-09-17,74,49,62,-2,50,3,0,0533,1758,0,3.8,19,4.5,74,51,49,3.9,19
2010-09-18,65,58,62,-2,55,3,0,0535,1756,0,3.9,3,6.5,66,60,55,2.0,3
2010-09-19,67,55,61,-2,49,4,0,0536,1755,0,7.1,4,7.9,68,56,48,7.4,4
2010-09-20,75,62,69,7,60,0,4,0537,1753,0,4.5,12,6.6,77,63,60,5.4,12
2010-09-21,88,68,78,16,64,0,13,0538,1751,0,10.8,22,11.6,89,67,62,9.2,22
2010-09-22,74,63,69,7,61,0,4,0539,1749,0,2.8,6,6.0,75,64,61,1.8,8
2010-09-23,89,65,77,16,62,0,12,0540,1748,0,16.6,20,17.1,90,66,61,14.5,21
2010-09-24,80,56,68,7,54,0,3,0541,1746,0,15.6,25,17.3,79,57,53,14.8,25
2010-09-25,60,52,56,-5,43,9,0,0542,1744,0,6.8,36,8.9,60,52,43,7.4,36
2010-09-26,60,50,55,-5,45,10,0,0543,1742,0,9.5,2,10.1,60,52,44,11.2,2
2010-09-27,65,48,57,-3,45,8,0,0544,1741,0,1.4,2,4.9,63,49,46,0.6,7
2010-09-28,71,46,59,0,45,6,0,0545,1739,0,2.5,2,3.7,70,46,44,2.1,6
2010-09-29,75,52,64,5,48,1,0,0546,1737,0,5.4,22,5.7,76,50,45,5.1,21
2010-09-30,74,52,63,4,49,2,0,0547,1735,0,8.3,36,9.3,75,53,49,8.3,1
2010-10-01,73,48,61,3,44,4,0,0548,1734,0,4.2,29,6.2,74,49,43,3.9,28
2010-10-02,57,45,51,-7,41,14,0,0549,1732,0,15.2,36,15.4,55,46,42,17.5,36
2010-10-03,56,42,49,-8,39,16,0,0550,1730,0,10.3,1,11.3,57,43,38,9.7,36
2010-10-04,60,38,49,-8,39,16,0,0552,1729,0,2.4,2,3.6,59,41,39,2.0,3
2010-10-05,68,39,54,-3,38,11,0,0553,1727,0,1.3,32,3.5,66,40,37,0.7,36
2010-10-06,78,46,62,6,44,3,0,0554,1725,0,7.0,28,7.9,78,45,43,6.7,27
2010-10-07,76,49,63,7,39,2,0,0555,1724,0,5.8,30,6.2,76,49,40,2.9,31
2010-10-08,79,48,64,8,40,1,0,0556,1722,0,7.0,24,7.3,79,49,37,7.0,24
2010-10-09,86,55,71,16,52,0,6,0557,1720,0,2.5,24,3.6,87,56,49,3.9,24
2010-10-10,84,57,71,16,50,0,6,0558,1719,0,4.0,25,4.1,84,59,50,3.7,25
2010-10-11,82,54,68,14,52,0,3,0559,1717,0,2.2,3,4.0,81,57,53,1.5,34
2010-10-12,76,52,64,10,54,1,0,0600,1715,0,3.3,6,3.9,76,54,54,3.1,6
2010-10-13,66,47,57,4,46,8,0,0602,1714,0,7.2,35,8.6,63,48,48,7.3,36
2010-10-14,66,43,55,2,32,10,0,0603,1712,0,7.2,27,9.2,66,43,32,6.5,27
2010-10-15,63,44,54,1,41,11,0,0604,1711,0,6.4,1,8.1,62,47,41,6.6,36
2010-10-16,71,40,56,4,39,9,0,0605,1709,0,8.0,23,9.1,71,44,39,6.4,22
2010-10-17,65,47,56,4,36,9,0,0606,1707,0,3.7,1,5.4,64,48,38,3.6,3
2010-10-18,61,43,52,1,40,13,0,0607,1706,0,5.0,4,6.2,60,45,41,4.1,5
2010-10-19,60,39,50,-1,35,15,0,0608,1704,0,6.1,27,7.2,61,40,35,5.3,28
2010-10-20,70,44,57,7,35,8,0,0610,1703,0,10.2,26,12.1,70,46,35,9.9,26
2010-10-21,56,38,47,-3,30,18,0,0611,1701,0,9.4,30,10.0,56,41,29,8.5,30
2010-10-22,64,33,49,-1,31,16,0,0612,1660,0,5.8,21,6.5,65,37,29,4.9,21
2010-10-23,65,54,60,11,47,5,0,0613,1658,0,10.0,21,11.4,67,54,43,9.8,20
2010-10-24,72,54,63,14,53,2,0,0614,1657,0,8.4,21,9.6,73,57,51,7.7,20
2010-10-25,72,56,64,16,56,1,0,0616,1656,0,11.6,19,12.4,72,57,56,10.1,19
2010-10-26,70,54,62,14,47,3,0,0617,1654,0,24.1,21,26.3,71,54,47,19.2,21
2010-10-27,65,43,54,6,32,11,0,0618,1653,0,21.8,24,23.2,65,43,31,20.8,25
2010-10-28,46,39,43,-4,31,22,0,0619,1651,0,13.7,28,14.1,46,39,30,14.9,28
2010-10-29,50,31,41,-6,27,24,0,0620,1650,0,6.2,24,8.9,50,33,26,5.3,24
2010-10-30,63,42,53,7,32,12,0,0622,1649,0,6.5,25,13.3,63,41,32,6.1,24
2010-10-31,52,36,44,-2,30,21,0,0623,1647,0,5.8,1,6.9,52,39,31,9.0,3
2011-05-01,63,47,55,2,37,10,0,0448,1849,0,11.4,26,11.9,64,52,37,11.2,26
2011-05-02,59,42,51,-3,31,14,0,0447,1850,0,5.3,36,9.9,60,43,31,4.6,36
2011-05-03,50,37,44,-10,31,21,0,0446,1851,0,6.7,3,7.6,51,38,30,8.2,2
2011-05-04,59,37,48,-6,29,17,0,0444,1852,0,4.6,3,7.6,57,37,29,4.9,3
2011-05-05,63,35,49,-6,40,16,0,0443,1853,0,10.9,20,11.5,62,41,39,10.4,19
2011-05-06,68,44,56,1,39,9,0,0442,1855,0,6.8,28,7.8,69,45,39,7.9,27
2011-05-07,60,43,52,-3,44,13,0,0441,1856,0,5.1,5,6.9,60,46,46,5.3,5
2011-05-08,68,39,54,-2,43,11,0,0439,1857,0,6.6,6,7.2,68,44,44,6.9,6
2011-05-09,73,47,60,4,45,5,0,0438,1858,0,14.3,11,14.7,74,51,46,15.3,12
2011-05-10,90,62,76,20,61,0,11,0437,1859,0,6.2,14,8.6,91,64,60,7.3,17
2011-05-11,87,63,75,18,66,0,10,0436,1860,0,3.5,14,6.6,88,67,65,4.4,14
2011-05-12,86,58,72,15,63,0,7,0435,1901,0,5.6,19,8.1,87,63,61,4.3,19
2011-05-13,77,47,62,4,54,3,0,0434,1902,0,10.1,3,11.0,77,47,54,10.5,1
2011-05-14,53,45,49,-9,47,16,0,0433,1903,0,16.7,2,16.9,51,46,46,17.0,1
2011-05-15,46,41,44,-14,36,21,0,0432,1904,0,21.4,2,21.4,48,42,38,18.8,1
2011-05-16,52,37,45,-14,30,20,0,0431,1905,0,13.5,2,13.9,53,40,31,13.9,1
2011-05-17,60,40,50,-9,33,15,0,0430,1906,0,12.2,3,12.7,60,40,35,13.1,2
2011-05-18,57,49,53,-7,48,12,0,0429,1907,0,6.2,2,7.1,61,50,49,6.6,1
2011-05-19,72,49,61,1,53,4,0,0428,1908,0,3.6,2,5.8,73,50,53,3.0,2
2011-05-20,73,50,62,1,54,3,0,0427,1909,0,5.5,6,6.0,72,50,53,5.4,7
2011-05-21,75,50,63,2,59,2,0,0426,1910,0,7.0,15,8.1,76,51,59,8.1,15
2011-05-22,87,61,74,13,60,0,9,0425,1911,0,10.3,19,11.4,88,65,59,11.2,18
2011-05-23,79,60,70,9,59,0,5,0425,1912,0,10.0,25,11.3,80,65,59,11.3,24
2011-05-24,66,47,57,-5,47,8,0,0424,1913,0,12.0,4,12.4,69,48,47,11.1,3
2011-05-25,67,47,57,-5,52,8,0,0423,1914,0,10.7,3,11.7,75,49,53,7.8,3
2011-05-26,49,43,46,-16,40,19,0,0422,1915,0,17.7,2,17.8,50,43,40,18.8,1
2011-05-27,58,40,49,-13,41,16,0,0422,1916,0,7.3,5,8.7,58,42,41,6.6,4
2011-05-28,62,51,57,-6,55,8,0,0421,1916,0,6.0,18,6.7,64,52,55,4.4,18
2011-05-29,70,52,61,-3,59,4,0,0421,1917,0,3.6,11,5.7,72,57,60,3.6,11
2011-05-30,88,56,72,8,65,0,7,0420,1918,0,12.4,20,12.8,90,65,65,11.2,19
2011-05-31,85,69,77,13,64,0,12,0420,1919,0,12.4,22,13.2,88,69,65,12.4,22
2011-06-01,81,59,70,6,49,0,5,0419,1920,0,10.7,27,10.5,82,63,49,11.5,26
2011-06-02,69,56,63,-1,44,2,0,0419,1920,0,9.0,6,9.4,69,57,45,8.9,6
2011-06-03,87,55,71,7,62,0,6,0418,1921,0,10.8,17,11.5,88,57,61,10.0,16
2011-06-04,92,64,78,14,64,0,13,0418,1922,0,1.4,26,8.5,91,67,64,3.0,26
2011-06-05,85,60,73,8,55,0,8,0417,1923,0,3.1,7,5.4,84,63,55,2.7,8
2011-06-06,93,60,77,11,64,0,12,0417,1923,0,8.5,20,9.7,94,62,63,7.8,20
2011-06-07,96,75,86,20,65,0,21,0417,1924,0,10.3,23,10.6,96,77,64,9.7,23
2011-06-08,95,66,81,15,64,0,16,0417,1925,0,11.6,24,13.4,96,67,63,9.3,23
2011-06-09,69,50,60,-6,52,5,0,0416,1925,0,8.0,4,12.5,69,52,54,7.0,4
2011-06-10,69,51,60,-7,56,5,0,0416,1926,0,6.4,3,8.0,71,51,56,6.1,1
2011-06-11,62,52,57,-10,54,8,0,0416,1926,0,4.7,5,5.7,65,53,54,5.4,2
2011-06-12,64,50,57,-11,45,8,0,0416,1927,0,8.3,3,8.9,64,51,45,9.4,2
2011-06-13,72,54,63,-5,43,2,0,0416,1927,0,7.5,6,7.8,71,56,43,8.0,6
2011-06-14,77,53,65,-3,49,0,0,0416,1928,0,7.8,9,8.6,77,58,49,7.8,9
2011-06-15,71,57,64,-4,59,1,0,0416,1928,0,9.2,15,11.2,72,57,59,8.4,16
2011-06-16,81,61,71,2,59,0,6,0416,1929,0,5.5,29,7.5,81,62,59,6.6,26
2011-06-17,82,60,71,2,60,0,6,0416,1929,0,5.8,6,6.6,82,64,60,5.3,7
2011-06-18,84,61,73,3,62,0,8,0416,1929,0,4.6,6,6.4,83,63,62,4.5,8
2011-06-19,81,63,72,2,65,0,7,0416,1930,0,4.1,11,5.2,83,65,65,3.7,14
2011-06-20,79,65,72,2,67,0,7,0416,1930,0,6.2,16,8.1,80,69,67,8.0,16
2011-06-21,89,66,78,8,70,0,13,0416,1930,0,11.5,18,12.1,89,69,70,11.0,18
2011-06-22,73,64,69,-1,63,0,4,0417,1931,0,12.6,21,13.4,75,66,62,12.9,21
2011-06-23,71,62,67,-3,59,0,2,0417,1931,0,11.4,26,12.7,72,63,60,12.6,26
2011-06-24,68,60,64,-7,56,1,0,0417,1931,0,9.4,29,9.6,68,60,55,8.5,29
2011-06-25,79,58,69,-2,53,0,4,0417,1931,0,2.5,10,4.6,78,61,52,3.9,9
2011-06-26,81,57,69,-2,53,0,4,0418,1931,0,5.8,9,6.9,80,64,53,6.5,9
2011-06-27,81,65,73,2,63,0,8,0418,1931,0,6.9,21,10.8,80,67,64,6.4,21
2011-06-28,81,63,72,1,54,0,7,0419,1931,0,9.1,30,9.6,81,65,53,7.2,30
2011-06-29,81,59,70,-1,56,0,5,0419,1931,0,3.7,8,5.4,80,63,55,3.9,8
2011-06-30,88,60,74,2,62,0,9,0419,1931,0,8.2,17,9.4,89,66,61,9.2,16
2011-07-01,89,72,81,9,62,0,16,0420,1931,0,14.3,18,14.9,89,70,63,10.4,18
2011-07-02,94,71,83,11,70,0,18,0420,1931,0,3.9,24,8.3,93,73,71,3.1,23
2011-07-03,84,69,77,5,57,0,12,0421,1931,0,4.7,2,5.9,86,70,58,4.4,3
2011-07-04,89,65,77,5,55,0,12,0422,1930,0,2.9,5,4.3,88,68,53,3.3,7
2011-07-05,91,68,80,8,60,0,15,0422,1930,0,5.2,28,6.2,92,67,59,4.9,26
2011-07-06,86,70,78,6,61,0,13,0423,1930,0,5.7,4,7.5,87,71,60,5.9,4
2011-07-07,82,63,73,1,53,0,8,0423,1930,0,5.1,7,6.2,81,66,55,5.7,7
2011-07-08,86,61,74,1,51,0,9,0424,1929,0,5.1,6,6.0,86,65,52,5.2,4
2011-07-09,91,61,76,3,58,0,11,0425,1929,0,5.2,19,5.9,90,67,60,5.4,18
